Verse,Verse_sans,Translation,Link
17/15,anudvega-karaṁ vākyaṁsatyaṁ priya-hitaṁ ca yatsvādhyāyābhyasanaṁ caivavāṅ-mayaṁ tapa ucyate,"Austerity of speech consists in speaking words that are truthful, pleasing, beneficial, and not agitating to others, and also in regularly reciting Vedic literature.",https://vedabase.io/en/library/bg/17/15/
17/16,manaḥ-prasādaḥ saumyatvaṁmaunam ātma-vinigrahaḥbhāva-saṁśuddhir ity etattapo mānasam ucyate,"And satisfaction, simplicity, gravity, self-control and purification of one’s existence are the austerities of the mind.",https://vedabase.io/en/library/bg/17/16/
17/17,śraddhayā parayā taptaṁtapas tat tri-vidhaṁ naraiḥaphalākāṅkṣibhir yuktaiḥsāttvikaṁ paricakṣate,"This threefold austerity, performed with transcendental faith by men not expecting material benefits but engaged only for the sake of the Supreme, is called austerity in goodness.",https://vedabase.io/en/library/bg/17/17/
17/18,satkāra-māna-pūjārthaṁtapo dambhena caiva yatkriyate tad iha proktaṁrājasaṁ calam adhruvam,"Penance performed out of pride and for the sake of gaining respect, honor and worship is said to be in the mode of passion. It is neither stable nor permanent.",https://vedabase.io/en/library/bg/17/18/
17/19,mūḍha-grāheṇātmano yatpīḍayā kriyate tapaḥparasyotsādanārthaṁ vātat tāmasam udāhṛtam,"Penance performed out of foolishness, with self-torture or to destroy or injure others, is said to be in the mode of ignorance.",https://vedabase.io/en/library/bg/17/19/
17/20,dātavyam iti yad dānaṁdīyate ’nupakāriṇedeśe kāle ca pātre catad dānaṁ sāttvikaṁ smṛtam,"Charity given out of duty, without expectation of return, at the proper time and place, and to a worthy person is considered to be in the mode of goodness.",https://vedabase.io/en/library/bg/17/20/
17/21,yat tu pratyupakārārthaṁphalam uddiśya vā punaḥdīyate ca parikliṣṭaṁtad dānaṁ rājasaṁ smṛtam,"But charity performed with the expectation of some return, or with a desire for fruitive results, or in a grudging mood is said to be charity in the mode of passion.",https://vedabase.io/en/library/bg/17/21/
17/22,adeśa-kāle yad dānamapātrebhyaś ca dīyateasat-kṛtam avajñātaṁtat tāmasam udāhṛtam,"And charity performed at an impure place, at an improper time, to unworthy persons, or without proper attention and respect is said to be in the mode of ignorance.",https://vedabase.io/en/library/bg/17/22/
17/23,oṁ tat sad iti nirdeśobrahmaṇas tri-vidhaḥ smṛtaḥbrāhmaṇās tena vedāś cayajñāś ca vihitāḥ purā,"From the beginning of creation, the three words oṁ tat sat were used to indicate the Supreme Absolute Truth. These three symbolic representations were used by brāhmaṇas while chanting the hymns of the Vedas and during sacrifices for the satisfaction of the Supreme.",https://vedabase.io/en/library/bg/17/23/
17/24,tasmād oṁ ity udāhṛtyayajña-dāna-tapaḥ-kriyāḥpravartante vidhānoktāḥsatataṁ brahma-vādinām,"Therefore, transcendentalists undertaking performances of sacrifice, charity and penance in accordance with scriptural regulations begin always with oṁ, to attain the Supreme.",https://vedabase.io/en/library/bg/17/24/
17/25,tad ity anabhisandhāyaphalaṁ yajña-tapaḥ-kriyāḥdāna-kriyāś ca vividhāḥkriyante mokṣa-kāṅkṣibhiḥ,"Without desiring fruitive results, one should perform various kinds of sacrifice, penance and charity with the word tat. The purpose of such transcendental activities is to get free from material entanglement.",https://vedabase.io/en/library/bg/17/25/
17/26-27,sad-bhāve sādhu-bhāve casad ity etat prayujyatepraśaste karmaṇi tathāsac-chabdaḥ pārtha yujyate,"The Absolute Truth is the objective of devotional sacrifice, and it is indicated by the word sat. The performer of such sacrifice is also called sat, as are all works of sacrifice, penance and charity which, true to the absolute nature, are performed to please the Supreme Person, O son of Pṛthā.",https://vedabase.io/en/library/bg/17/26-27/
17/28,aśraddhayā hutaṁ dattaṁtapas taptaṁ kṛtaṁ ca yatasad ity ucyate pārthana ca tat pretya no iha,"Anything done as sacrifice, charity or penance without faith in the Supreme, O son of Pṛthā, is impermanent. It is called asat and is useless both in this life and the next.",https://vedabase.io/en/library/bg/17/28/
18/1,arjuna uvācasannyāsasya mahā-bāhotattvam icchāmi veditumtyāgasya ca hṛṣīkeśapṛthak keśi-niṣūdana,"Arjuna said: O mighty-armed one, I wish to understand the purpose of renunciation [tyāga] and of the renounced order of life [sannyāsa], O killer of the Keśī demon, master of the senses.",https://vedabase.io/en/library/bg/18/1/
18/2,śrī-bhagavān uvācakāmyānāṁ karmaṇāṁ nyāsaṁsannyāsaṁ kavayo viduḥsarva-karma-phala-tyāgaṁprāhus tyāgaṁ vicakṣaṇāḥ,The Supreme Personality of Godhead said: The giving up of activities that are based on material desire is what great learned men call the renounced order of life [sannyāsa]. And giving up the results of all activities is what the wise call renunciation [tyāga].,https://vedabase.io/en/library/bg/18/2/
18/3,tyājyaṁ doṣa-vad ity ekekarma prāhur manīṣiṇaḥyajña-dāna-tapaḥ-karmana tyājyam iti cāpare,"Some learned men declare that all kinds of fruitive activities should be given up as faulty, yet other sages maintain that acts of sacrifice, charity and penance should never be abandoned.",https://vedabase.io/en/library/bg/18/3/
18/4,niścayaṁ śṛṇu me tatratyāge bharata-sattamatyāgo hi puruṣa-vyāghratri-vidhaḥ samprakīrtitaḥ,"O best of the Bhāratas, now hear My judgment about renunciation. O tiger among men, renunciation is declared in the scriptures to be of three kinds.",https://vedabase.io/en/library/bg/18/4/
18/5,yajña-dāna-tapaḥ-karmana tyājyaṁ kāryam eva tatyajño dānaṁ tapaś caivapāvanāni manīṣiṇām,"Acts of sacrifice, charity and penance are not to be given up; they must be performed. Indeed, sacrifice, charity and penance purify even the great souls.",https://vedabase.io/en/library/bg/18/5/
18/6,etāny api tu karmāṇisaṅgaṁ tyaktvā phalāni cakartavyānīti me pārthaniścitaṁ matam uttamam,"All these activities should be performed without attachment or any expectation of result. They should be performed as a matter of duty, O son of Pṛthā. That is My final opinion.",https://vedabase.io/en/library/bg/18/6/
18/7,niyatasya tu sannyāsaḥkarmaṇo nopapadyatemohāt tasya parityāgastāmasaḥ parikīrtitaḥ,"Prescribed duties should never be renounced. If one gives up his prescribed duties because of illusion, such renunciation is said to be in the mode of ignorance.",https://vedabase.io/en/library/bg/18/7/
18/8,duḥkham ity eva yat karmakāya-kleśa-bhayāt tyajetsa kṛtvā rājasaṁ tyāgaṁnaiva tyāga-phalaṁ labhet,Anyone who gives up prescribed duties as troublesome or out of fear of bodily discomfort is said to have renounced in the mode of passion. Such action never leads to the elevation of renunciation.,https://vedabase.io/en/library/bg/18/8/
18/9,kāryam ity eva yat karmaniyataṁ kriyate ’rjunasaṅgaṁ tyaktvā phalaṁ caivasa tyāgaḥ sāttviko mataḥ,"O Arjuna, when one performs his prescribed duty only because it ought to be done, and renounces all material association and all attachment to the fruit, his renunciation is said to be in the mode of goodness.",https://vedabase.io/en/library/bg/18/9/
18/10,na dveṣṭy akuśalaṁ karmakuśale nānuṣajjatetyāgī sattva-samāviṣṭomedhāvī chinna-saṁśayaḥ,"The intelligent renouncer situated in the mode of goodness, neither hateful of inauspicious work nor attached to auspicious work, has no doubts about work.",https://vedabase.io/en/library/bg/18/10/
18/11,na hi deha-bhṛtā śakyaṁtyaktuṁ karmāṇy aśeṣataḥyas tu karma-phala-tyāgīsa tyāgīty abhidhīyate,It is indeed impossible for an embodied being to give up all activities. But he who renounces the fruits of action is called one who has truly renounced.,https://vedabase.io/en/library/bg/18/11/
18/12,aniṣṭam iṣṭaṁ miśraṁ catri-vidhaṁ karmaṇaḥ phalambhavaty atyāgināṁ pretyana tu sannyāsināṁ kvacit,"For one who is not renounced, the threefold fruits of action – desirable, undesirable and mixed – accrue after death. But those who are in the renounced order of life have no such result to suffer or enjoy.",https://vedabase.io/en/library/bg/18/12/
18/13,pañcaitāni mahā-bāhokāraṇāni nibodha mesāṅkhye kṛtānte proktānisiddhaye sarva-karmaṇām,"O mighty-armed Arjuna, according to the Vedānta there are five causes for the accomplishment of all action. Now learn of these from Me.",https://vedabase.io/en/library/bg/18/13/
18/14,adhiṣṭhānaṁ tathā kartākaraṇaṁ ca pṛthag-vidhamvividhāś ca pṛthak ceṣṭādaivaṁ caivātra pañcamam,"The place of action [the body], the performer, the various senses, the many different kinds of endeavor, and ultimately the Supersoul – these are the five factors of action.",https://vedabase.io/en/library/bg/18/14/
18/15,śarīra-vāṅ-manobhir yatkarma prārabhate naraḥnyāyyaṁ vā viparītaṁ vāpañcaite tasya hetavaḥ,"Whatever right or wrong action a man performs by body, mind or speech is caused by these five factors.",https://vedabase.io/en/library/bg/18/15/
18/16,tatraivaṁ sati kartāramātmānaṁ kevalaṁ tu yaḥpaśyaty akṛta-buddhitvānna sa paśyati durmatiḥ,"Therefore one who thinks himself the only doer, not considering the five factors, is certainly not very intelligent and cannot see things as they are.",https://vedabase.io/en/library/bg/18/16/
18/17,yasya nāhaṅkṛto bhāvobuddhir yasya na lipyatehatvāpi sa imāḻ lokānna hanti na nibadhyate,"One who is not motivated by false ego, whose intelligence is not entangled, though he kills men in this world, does not kill. Nor is he bound by his actions.",https://vedabase.io/en/library/bg/18/17/
18/18,jñānaṁ jñeyaṁ parijñātātri-vidhā karma-codanākaraṇaṁ karma kartetitri-vidhaḥ karma-saṅgrahaḥ,"Knowledge, the object of knowledge, and the knower are the three factors that motivate action; the senses, the work and the doer are the three constituents of action.",https://vedabase.io/en/library/bg/18/18/
18/19,jñānaṁ karma ca kartā catridhaiva guṇa-bhedataḥprocyate guṇa-saṅkhyāneyathāvac chṛṇu tāny api,"According to the three different modes of material nature, there are three kinds of knowledge, action and performer of action. Now hear of them from Me.",https://vedabase.io/en/library/bg/18/19/
18/20,sarva-bhūteṣu yenaikaṁbhāvam avyayam īkṣateavibhaktaṁ vibhakteṣutaj jñānaṁ viddhi sāttvikam,"That knowledge by which one undivided spiritual nature is seen in all living entities, though they are divided into innumerable forms, you should understand to be in the mode of goodness.",https://vedabase.io/en/library/bg/18/20/
18/21,pṛthaktvena tu yaj jñānaṁnānā-bhāvān pṛthag-vidhānvetti sarveṣu bhūteṣutaj jñānaṁ viddhi rājasam,That knowledge by which one sees that in every different body there is a different type of living entity you should understand to be in the mode of passion.,https://vedabase.io/en/library/bg/18/21/
18/22,yat tu kṛtsna-vad ekasminkārye saktam ahaitukamatattvārtha-vad alpaṁ catat tāmasam udāhṛtam,"And that knowledge by which one is attached to one kind of work as the all in all, without knowledge of the truth, and which is very meager, is said to be in the mode of darkness.",https://vedabase.io/en/library/bg/18/22/
18/23,niyataṁ saṅga-rahitamarāga-dveṣataḥ kṛtamaphala-prepsunā karmayat tat sāttvikam ucyate,"That action which is regulated and which is performed without attachment, without love or hatred, and without desire for fruitive results is said to be in the mode of goodness.",https://vedabase.io/en/library/bg/18/23/
18/24,yat tu kāmepsunā karmasāhaṅkāreṇa vā punaḥkriyate bahulāyāsaṁtad rājasam udāhṛtam,"But action performed with great effort by one seeking to gratify his desires, and enacted from a sense of false ego, is called action in the mode of passion.",https://vedabase.io/en/library/bg/18/24/
